Date,Open,High,Low,Close,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield
17-September-2001,2758.16,2758.16,2640.58,2680.98,-,674.38,13.97,1.90,2.37,
18-September-2001,2680.04,2814.07,2680.04,2782.47,-,945.77,14.49,1.97,2.28,
19-September-2001,2785.37,2817.48,2785.37,2804.16,-,582.18,14.61,1.99,2.27,
20-September-2001,2781.46,2781.46,2674.82,2761.66,-,706.56,14.39,1.96,2.30,
21-September-2001,2753.96,2753.96,2594.87,2600.12,-,563.78,13.54,1.84,2.44,
24-September-2001,2627.25,2688.95,2627.25,2651.78,-,544.94,13.81,1.88,2.40,
25-September-2001,2668.37,2727.32,2613.53,2617.35,-,639.00,13.63,1.86,2.43,
26-September-2001,2621.89,2682.59,2615.04,2667.34,-,607.47,13.89,1.89,2.38,
27-September-2001,2674.29,2726.97,2669.05,2715.50,-,629.07,14.15,1.93,2.34,
28-September-2001,2727.34,2830.35,2727.34,2811.60,-,761.64,14.65,1.99,2.26,
1-October-2001,2817.74,2822.77,2773.03,2795.30,-,592.44,14.44,1.98,2.28,
3-October-2001,2802.24,2808.45,2742.85,2754.95,-,536.25,14.23,1.95,2.31,
4-October-2001,2763.17,2798.69,2763.17,2788.97,-,690.02,14.41,1.97,2.28,
5-October-2001,2789.10,2826.16,2765.21,2812.90,-,595.37,14.53,1.99,2.27,
8-October-2001,2767.93,2784.09,2718.41,2765.37,-,569.37,14.29,1.96,2.30,
9-October-2001,2772.21,2802.34,2772.21,2794.42,-,518.29,14.56,1.96,2.33,
10-October-2001,2836.74,2904.59,2836.74,2896.60,-,723.47,13.73,2.00,2.35,
11-October-2001,2899.80,2956.86,2899.80,2943.69,-,727.67,13.95,2.03,2.32,
12-October-2001,2960.50,2989.63,2947.34,2959.39,-,761.96,14.03,2.04,2.30,
15-October-2001,2951.69,2983.33,2940.08,2976.30,-,555.57,14.11,2.05,2.29,
16-October-2001,2978.11,3002.00,2971.57,2992.46,-,687.41,14.18,2.06,2.28,
17-October-2001,2998.86,3050.07,2998.86,3043.85,-,757.92,14.43,2.10,2.24,
18-October-2001,3023.29,3034.97,2967.68,2981.33,-,542.05,14.13,2.06,2.29,
19-October-2001,3003.02,3025.89,3003.02,3016.84,-,623.12,14.30,2.08,2.26,
22-October-2001,3025.03,3061.77,2993.89,3001.86,-,707.50,14.23,2.07,2.27,
23-October-2001,3010.94,3065.48,3010.94,3061.91,-,570.85,14.67,2.11,2.24,
24-October-2001,3057.00,3083.65,3026.63,3040.16,-,760.98,14.57,2.09,2.26,
25-October-2001,3047.39,3066.04,3013.83,3022.16,-,645.44,14.48,2.08,2.27,
29-October-2001,3028.71,3063.90,3004.03,3009.33,-,524.78,14.42,2.07,2.28,
30-October-2001,2995.37,2995.37,2953.38,2957.45,-,606.64,14.17,2.04,2.32,
31-October-2001,2958.39,2998.70,2942.49,2989.35,-,637.81,14.32,2.06,2.30,
1-November-2001,3003.95,3062.77,3003.95,3049.80,-,701.35,14.61,2.10,2.25,
2-November-2001,3059.52,3100.29,3040.84,3052.60,-,706.41,14.63,2.10,2.25,
5-November-2001,3058.11,3070.66,3030.57,3037.01,-,589.78,14.55,2.09,2.26,
6-November-2001,3038.02,3087.59,3038.02,3068.89,-,558.17,14.71,2.11,2.24,
7-November-2001,3071.78,3109.26,3006.97,3013.94,-,492.51,14.44,2.07,2.28,
8-November-2001,3020.39,3067.55,3017.41,3059.97,-,579.32,14.66,2.11,2.24,
9-November-2001,3070.58,3092.01,3069.62,3079.67,-,599.87,14.76,2.12,2.23,
12-November-2001,3084.42,3106.43,3081.15,3094.14,-,444.61,14.83,2.13,2.22,
13-November-2001,3093.78,3101.58,3059.42,3077.19,-,463.51,14.32,2.10,2.27,
14-November-2001,3079.88,3124.33,3079.88,3113.04,-,138.51,14.49,2.12,2.24,
15-November-2001,3116.72,3195.52,3107.80,3180.23,-,657.62,14.80,2.17,2.20,
19-November-2001,3211.26,3293.28,3205.46,3280.48,-,737.57,15.27,2.23,2.13,
20-November-2001,3296.17,3326.76,3223.99,3231.66,-,1003.30,15.04,2.20,2.16,
21-November-2001,3233.61,3273.30,3223.32,3244.09,-,757.90,15.10,2.21,2.15,
22-November-2001,3246.48,3305.84,3246.48,3258.13,-,702.45,15.16,2.22,2.14,
23-November-2001,3263.06,3301.34,3245.58,3252.20,-,652.01,15.13,2.21,2.15,
26-November-2001,3262.93,3335.95,3262.93,3322.77,-,726.58,15.46,2.26,2.10,
27-November-2001,3360.93,3377.81,3278.69,3287.57,-,905.72,15.30,2.24,2.13,
28-November-2001,3289.70,3322.52,3283.08,3294.12,-,713.32,15.33,2.24,2.12,
29-November-2001,3284.32,3296.98,3270.27,3287.56,-,752.30,15.30,2.24,2.13,
3-December-2001,3301.05,3311.83,3271.55,3275.47,-,586.24,15.24,2.23,2.13,
4-December-2001,3276.65,3335.36,3276.65,3320.28,-,661.51,15.45,2.26,2.10,
5-December-2001,3334.64,3416.03,3334.64,3409.64,-,766.66,15.87,2.32,2.05,
6-December-2001,3440.56,3500.20,3414.43,3431.57,-,1206.48,15.97,2.34,2.04,
7-December-2001,3433.82,3468.28,3426.06,3436.37,-,832.73,15.99,2.34,2.03,
10-December-2001,3445.22,3468.19,3434.04,3442.89,-,638.29,16.02,2.34,2.03,
11-December-2001,3440.38,3467.08,3416.56,3419.13,-,795.17,15.91,2.33,2.04,
12-December-2001,3436.34,3462.97,3404.37,3412.15,-,739.72,15.88,2.32,2.05,
13-December-2001,3412.59,3440.52,3308.86,3388.59,-,887.91,15.77,2.31,2.06,
14-December-2001,3388.87,3388.87,3336.18,3353.60,-,454.88,15.61,2.28,2.08,
18-December-2001,3362.67,3384.66,3301.36,3335.88,-,563.36,15.52,2.27,2.09,
19-December-2001,3340.65,3350.73,3257.45,3262.67,-,619.84,15.57,2.22,2.13,
20-December-2001,3257.24,3281.12,3231.30,3271.64,-,601.96,15.61,2.23,2.12,
21-December-2001,3268.99,3268.99,3218.93,3235.49,-,519.44,15.44,2.21,2.15,
24-December-2001,3227.30,3244.24,3181.57,3232.97,-,371.62,15.44,2.20,2.15,
26-December-2001,3227.80,3262.92,3170.23,3175.86,-,525.84,15.16,2.17,2.19,
27-December-2001,3172.27,3193.39,3126.65,3131.78,-,532.06,14.95,2.14,2.22,
28-December-2001,3132.27,3186.33,3100.57,3184.44,-,635.42,15.20,2.17,2.18,
31-December-2001,3186.82,3270.68,3186.82,3262.33,-,558.02,15.57,2.22,2.13,
1-January-2002,3262.01,3299.98,3236.76,3246.15,-,556.31,15.49,2.21,2.14,
2-January-2002,3243.84,3280.43,3243.32,3269.16,-,617.38,15.60,2.23,2.12,
3-January-2002,3282.68,3309.38,3272.21,3308.02,-,872.84,15.79,2.26,2.10,
4-January-2002,3323.55,3393.66,3323.55,3375.74,-,1139.49,16.12,2.30,2.06,
7-January-2002,3377.13,3438.86,3377.13,3401.80,-,963.04,16.68,2.43,1.95,
8-January-2002,3407.57,3454.50,3397.16,3437.78,-,1207.84,16.86,2.46,1.93,
9-January-2002,3440.44,3466.73,3392.61,3400.89,-,1119.41,16.67,2.43,1.95,
10-January-2002,3396.09,3413.25,3371.91,3381.96,-,1018.52,16.57,2.42,1.96,
11-January-2002,3381.41,3401.80,3298.85,3362.88,-,1091.63,16.46,2.41,1.97,
14-January-2002,3373.69,3446.92,3373.69,3407.84,-,854.42,16.68,2.44,1.95,
15-January-2002,3405.90,3413.02,3340.01,3352.52,-,755.14,16.41,2.40,1.98,
16-January-2002,3357.17,3393.34,3331.40,3348.80,-,825.70,16.37,2.40,1.98,
17-January-2002,3348.80,3420.24,3309.97,3401.15,-,969.41,16.62,2.43,1.95,
18-January-2002,3408.28,3439.83,3366.14,3377.05,-,1009.94,16.51,2.42,1.97,
21-January-2002,3370.50,3396.92,3369.73,3382.29,-,786.84,16.58,2.42,1.96,
22-January-2002,3383.00,3402.92,3365.01,3368.28,-,752.43,16.51,2.41,1.97,
23-January-2002,3368.91,3397.76,3365.53,3373.07,-,663.15,16.53,2.42,1.97,
24-January-2002,3380.75,3399.09,3352.84,3357.79,-,597.65,16.45,2.41,1.97,
25-January-2002,3358.20,3366.00,3326.02,3332.30,-,718.01,16.33,2.39,1.99,
28-January-2002,3338.37,3363.17,3312.74,3317.64,-,695.28,16.26,2.38,2.00,
29-January-2002,3317.61,3332.56,3304.12,3313.28,-,683.62,16.24,2.37,2.00,
30-January-2002,3302.73,3309.98,3275.58,3298.79,-,618.72,16.16,2.36,2.01,
31-January-2002,3305.91,3339.98,3303.01,3311.03,-,820.09,16.22,2.37,2.00,
1-February-2002,3334.69,3356.05,3325.98,3333.92,-,681.79,16.33,2.39,1.99,
4-February-2002,3336.17,3353.29,3312.55,3317.01,-,567.16,16.24,2.38,2.00,
5-February-2002,3316.42,3322.43,3290.00,3311.73,-,656.59,16.22,2.37,2.00,
6-February-2002,3329.23,3433.02,3329.23,3427.39,-,848.14,16.78,2.46,1.93,
7-February-2002,3439.62,3495.83,3423.31,3436.94,-,1305.95,16.82,2.46,1.93,
8-February-2002,3444.89,3514.75,3444.87,3493.92,-,1009.99,17.11,2.50,1.90,
11-February-2002,3500.41,3551.95,3500.41,3515.45,-,689.47,17.20,2.52,1.89,
12-February-2002,3523.30,3554.73,3480.10,3497.68,-,583.92,17.11,2.51,1.90,
13-February-2002,3504.89,3535.57,3504.89,3519.87,-,690.28,17.23,2.52,1.88,
14-February-2002,3544.32,3564.35,3536.35,3557.06,-,625.55,17.41,2.55,1.86,
15-February-2002,3560.98,3612.83,3560.98,3602.02,-,792.22,17.64,2.58,1.84,
18-February-2002,3611.32,3651.02,3586.78,3633.93,-,719.00,17.80,2.60,1.82,
19-February-2002,3641.78,3652.76,3588.93,3597.61,-,759.83,17.62,2.58,1.84,
20-February-2002,3572.96,3583.17,3542.06,3558.21,-,597.07,17.42,2.55,1.86,
21-February-2002,3569.95,3590.99,3558.82,3570.46,-,460.53,17.48,2.56,1.86,
22-February-2002,3565.64,3605.59,3558.09,3604.08,-,681.64,17.65,2.58,1.84,
25-February-2002,3610.21,3618.30,3580.89,3613.51,-,582.65,17.69,2.59,1.83,
26-February-2002,3631.55,3726.76,3631.55,3712.74,-,914.01,18.17,2.66,1.79,
27-February-2002,3721.44,3758.11,3677.62,3705.66,-,995.47,18.14,2.66,1.79,
28-February-2002,3711.10,3731.28,3537.19,3562.31,-,1171.96,17.44,2.55,1.86,
1-March-2002,3551.56,3693.92,3551.56,3678.75,-,691.68,18.01,2.64,1.80,
4-March-2002,3734.04,3758.27,3635.38,3642.58,-,831.75,17.84,2.61,1.82,
5-March-2002,3655.08,3692.53,3634.26,3641.10,-,879.76,17.84,2.61,1.82,
6-March-2002,3647.09,3656.87,3585.83,3614.44,-,856.89,17.72,2.59,1.83,
7-March-2002,3621.07,3691.93,3621.07,3690.27,-,814.13,18.09,2.65,1.80,
8-March-2002,3692.61,3703.79,3645.90,3656.77,-,781.00,17.92,2.62,1.81,
11-March-2002,3675.26,3675.26,3594.60,3603.97,-,810.50,17.65,2.58,1.84,
12-March-2002,3603.16,3603.16,3522.91,3535.80,-,768.37,17.32,2.53,1.87,
13-March-2002,3531.48,3601.82,3531.02,3569.62,-,756.42,17.49,2.56,1.86,
14-March-2002,3573.98,3590.43,3562.17,3580.83,-,488.90,17.55,2.57,1.85,
15-March-2002,3593.56,3626.33,3590.34,3617.68,-,850.91,17.73,2.59,1.83,
18-March-2002,3633.37,3663.40,3603.98,3613.28,-,537.75,17.70,2.59,1.83,
19-March-2002,3618.39,3629.48,3554.65,3560.32,-,601.07,17.44,2.55,1.86,
20-March-2002,3576.23,3587.20,3556.74,3581.32,-,509.98,17.55,2.57,1.85,
21-March-2002,3580.23,3582.55,3530.01,3536.26,-,279.65,17.34,2.53,1.87,
22-March-2002,3555.38,3555.38,3506.55,3516.11,-,455.04,17.24,2.52,1.89,
26-March-2002,3517.36,3566.08,3461.09,3466.29,-,400.27,17.00,2.48,1.91,
27-March-2002,3472.96,3503.80,3454.27,3459.08,-,478.20,16.95,2.48,1.92,
28-March-2002,3464.32,3499.53,3462.12,3469.35,-,626.29,17.00,2.49,1.91,
1-April-2002,3482.94,3519.32,3482.94,3500.18,-,501.35,17.15,2.51,1.89,
2-April-2002,3505.40,3537.29,3490.87,3505.79,-,596.22,17.19,2.51,1.89,
3-April-2002,3500.76,3500.76,3458.85,3462.99,-,457.94,16.97,2.48,1.91,
4-April-2002,3463.29,3529.02,3463.29,3512.55,-,653.04,17.22,2.52,1.89,
5-April-2002,3516.43,3538.49,3499.06,3500.57,-,379.86,17.15,2.51,1.89,
8-April-2002,3502.09,3521.41,3478.93,3480.17,-,351.02,17.05,2.50,1.90,
9-April-2002,3482.51,3491.60,3447.78,3463.33,-,458.87,16.96,2.49,1.91,
10-April-2002,3465.39,3494.19,3460.03,3479.59,-,615.92,17.04,2.50,1.90,
11-April-2002,3482.44,3512.28,3482.44,3497.67,-,615.83,17.13,2.51,1.89,
12-April-2002,3496.39,3521.42,3488.62,3510.90,-,436.28,17.19,2.52,1.88,
15-April-2002,3514.01,3533.02,3454.98,3461.51,-,401.75,16.95,2.49,1.91,
16-April-2002,3459.08,3459.08,3411.73,3413.72,-,372.69,16.71,2.45,1.94,
17-April-2002,3444.09,3458.79,3412.71,3421.82,-,473.95,16.76,2.46,1.93,
18-April-2002,3425.71,3439.47,3408.04,3420.94,-,392.24,16.76,2.46,1.93,
19-April-2002,3420.04,3430.37,3359.24,3364.40,-,418.26,16.47,2.42,1.96,
22-April-2002,3364.18,3396.52,3332.74,3390.25,-,397.04,16.61,2.44,1.95,
23-April-2002,3387.70,3412.16,3383.11,3403.82,-,398.87,16.67,2.45,1.94,
24-April-2002,3408.84,3420.97,3401.55,3411.92,-,391.52,16.71,2.45,1.94,
25-April-2002,3420.62,3421.88,3350.94,3359.64,-,465.80,16.44,2.42,1.97,
26-April-2002,3364.18,3383.71,3362.83,3371.70,-,300.00,16.51,2.42,1.96,
29-April-2002,3372.94,3372.94,3296.88,3301.21,-,430.42,16.18,2.37,2.01,
30-April-2002,3303.10,3340.36,3303.10,3338.16,-,373.68,16.37,2.40,1.98,
2-May-2002,3361.33,3383.93,3357.76,3372.56,-,361.36,16.53,2.42,1.96,
3-May-2002,3372.75,3385.22,3364.85,3380.61,-,259.20,16.57,2.43,1.96,
6-May-2002,3386.01,3394.89,3375.70,3384.35,-,246.40,16.59,2.43,1.96,
7-May-2002,3378.22,3425.50,3372.24,3423.75,-,247.00,16.77,2.46,1.93,
8-May-2002,3434.24,3453.73,3432.54,3435.06,-,351.06,16.83,2.47,1.93,
9-May-2002,3458.31,3478.02,3448.37,3462.01,-,355.15,16.96,2.48,1.91,
10-May-2002,3454.85,3456.78,3414.37,3431.32,-,294.34,16.81,2.46,1.93,
13-May-2002,3436.87,3446.51,3429.88,3442.49,-,219.62,16.86,2.47,1.92,
14-May-2002,3450.58,3458.58,3412.00,3420.33,-,301.61,16.74,2.46,1.94,
15-May-2002,3422.07,3435.68,3382.11,3395.59,-,425.46,16.63,2.44,1.95,
16-May-2002,3399.14,3405.29,3342.34,3355.61,-,342.32,16.43,2.41,1.97,
17-May-2002,3357.29,3373.40,3310.86,3333.76,-,429.36,16.33,2.39,1.99,
20-May-2002,3343.66,3361.77,3274.62,3282.81,-,351.13,16.09,2.36,2.02,
21-May-2002,3266.16,3266.16,3127.87,3186.53,-,544.09,15.62,2.29,2.08,
22-May-2002,3187.54,3198.81,3144.18,3175.49,-,396.93,15.57,2.28,2.09,
23-May-2002,3193.64,3193.64,3106.56,3114.05,-,342.43,15.27,2.24,2.13,
24-May-2002,3153.03,3261.90,3153.03,3255.62,-,449.56,15.97,2.34,2.03,
27-May-2002,3264.19,3264.19,3200.94,3243.41,-,342.18,15.91,2.33,2.04,
28-May-2002,3231.82,3231.82,3140.38,3146.83,-,416.45,15.44,2.26,2.10,
29-May-2002,3155.67,3179.85,3108.00,3160.24,-,606.09,15.50,2.27,2.10,
30-May-2002,3161.90,3192.50,3131.63,3135.89,-,456.70,15.38,2.25,2.11,
31-May-2002,3136.41,3140.03,3097.73,3125.73,-,493.83,15.32,2.25,2.11,
3-June-2002,3162.27,3185.57,3148.57,3161.09,-,382.12,15.49,2.27,2.09,
4-June-2002,3161.43,3195.56,3161.43,3191.60,-,317.10,15.64,2.29,2.07,
5-June-2002,3200.71,3269.24,3200.71,3255.52,-,483.48,15.94,2.34,2.03,
6-June-2002,3277.35,3282.35,3229.38,3259.31,-,477.01,15.95,2.34,2.02,
7-June-2002,3246.97,3246.97,3205.51,3217.76,-,348.65,15.79,2.31,2.06,
10-June-2002,3231.09,3283.25,3231.09,3279.49,-,342.65,16.09,2.36,2.02,
11-June-2002,3339.96,3368.56,3323.37,3362.42,-,532.11,16.47,2.42,1.97,
12-June-2002,3359.27,3377.88,3337.39,3344.41,-,449.19,16.39,2.40,1.98,
13-June-2002,3358.97,3369.63,3307.16,3311.16,-,326.96,16.21,2.38,2.00,
14-June-2002,3312.05,3321.92,3295.64,3312.07,-,323.08,16.22,2.38,2.00,
17-June-2002,3350.03,3350.44,3318.70,3323.50,-,273.38,16.28,2.39,1.99,
18-June-2002,3337.32,3361.73,3282.32,3284.54,-,332.62,16.09,2.36,2.02,
19-June-2002,3284.32,3306.11,3222.23,3242.26,-,540.13,15.89,2.33,2.04,
20-June-2002,3223.47,3276.06,3223.47,3264.02,-,448.67,15.99,2.35,2.03,
21-June-2002,3268.10,3268.10,3232.66,3242.75,-,376.29,15.89,2.33,2.04,
24-June-2002,3238.37,3238.37,3210.95,3231.62,-,267.15,15.83,2.32,2.05,
25-June-2002,3226.21,3244.33,3193.68,3214.34,-,509.51,15.74,2.31,2.06,
26-June-2002,3200.79,3206.87,3176.05,3180.89,-,396.33,15.58,2.29,2.08,
27-June-2002,3199.03,3221.60,3189.96,3217.15,-,514.48,15.35,2.30,2.19,
28-June-2002,3231.24,3252.65,3222.09,3244.70,-,377.37,15.47,2.32,2.17,
1-July-2002,3246.44,3293.21,3246.44,3288.71,-,317.72,15.68,2.35,2.14,
2-July-2002,3276.21,3296.87,3274.03,3285.04,-,396.60,15.66,2.35,2.14,
3-July-2002,3283.03,3314.23,3279.83,3310.19,-,411.53,15.78,2.37,2.13,
4-July-2002,3322.31,3337.69,3313.74,3316.77,-,466.24,15.81,2.37,2.12,
5-July-2002,3322.14,3334.87,3309.61,3330.61,-,309.88,15.88,2.38,2.11,
8-July-2002,3336.14,3366.72,3332.12,3357.66,-,378.32,16.01,2.40,2.10,
9-July-2002,3356.85,3361.92,3343.10,3358.58,-,389.65,16.02,2.40,2.10,
10-July-2002,3359.47,3366.74,3328.20,3332.36,-,491.88,15.89,2.38,2.11,
11-July-2002,3332.15,3332.15,3287.91,3290.56,-,364.02,15.69,2.35,2.14,
12-July-2002,3296.30,3318.33,3293.66,3305.83,-,287.29,15.77,2.36,2.13,
15-July-2002,3302.64,3305.85,3258.72,3278.71,-,281.68,15.65,2.35,2.15,
16-July-2002,3279.50,3286.94,3224.35,3229.18,-,431.54,15.41,2.31,2.18,
17-July-2002,3232.39,3236.68,3192.67,3216.07,-,347.61,15.34,2.30,2.19,
18-July-2002,3224.23,3253.40,3215.33,3245.74,-,402.85,15.48,2.32,2.17,
19-July-2002,3239.66,3250.59,3227.27,3230.27,-,367.66,15.41,2.31,2.18,
22-July-2002,3212.83,3212.83,3147.37,3153.34,-,418.80,15.05,2.26,2.23,
23-July-2002,3142.48,3179.08,3135.39,3176.93,-,412.36,15.16,2.27,2.22,
24-July-2002,3163.45,3167.60,3105.20,3107.48,-,362.15,14.83,2.22,2.27,
25-July-2002,3149.18,3169.96,3091.33,3094.96,-,718.00,14.77,2.21,2.27,
26-July-2002,3079.33,3084.34,3011.89,3024.35,-,566.77,14.45,2.16,2.33,
29-July-2002,3039.56,3039.56,2955.10,3030.06,-,523.74,14.48,2.17,2.32,
30-July-2002,3043.23,3080.70,2983.10,2990.91,-,516.68,14.30,2.14,2.35,
31-July-2002,2981.05,2998.34,2932.35,2987.65,-,459.42,14.28,2.14,2.36,
1-August-2002,2998.46,3018.52,2965.97,2975.81,-,339.88,14.23,2.13,2.37,
2-August-2002,2960.48,2992.19,2933.39,2985.01,-,317.87,14.27,2.14,2.36,
5-August-2002,2996.89,3018.71,2980.49,3011.35,-,347.67,14.19,2.14,2.52,
6-August-2002,2997.96,3026.98,2981.51,3023.26,-,346.71,14.24,2.15,2.51,
7-August-2002,3042.28,3055.22,3004.12,3009.48,-,443.44,14.18,2.14,2.52,
8-August-2002,3014.68,3019.49,2945.50,2950.09,-,388.57,13.91,2.09,2.58,
9-August-2002,2974.68,2982.51,2931.78,2976.34,-,526.87,14.03,2.11,2.55,
12-August-2002,2972.59,3014.30,2972.59,3007.85,-,371.36,13.04,2.08,2.60,
13-August-2002,3009.48,3066.70,3009.48,3036.40,-,544.78,13.16,2.10,2.57,
14-August-2002,3032.99,3037.37,3013.16,3020.70,-,350.63,13.09,2.09,2.59,
16-August-2002,3031.24,3070.86,3031.24,3065.90,-,364.27,13.29,2.12,2.55,
19-August-2002,3073.13,3079.99,3061.39,3064.04,-,258.53,13.29,2.12,2.55,
20-August-2002,3071.13,3094.80,3067.92,3089.58,-,367.53,13.39,2.13,2.53,
21-August-2002,3083.82,3109.91,3082.02,3084.38,-,397.42,13.37,2.13,2.53,
22-August-2002,3094.18,3109.72,3077.89,3080.70,-,383.63,13.36,2.13,2.54,
23-August-2002,3083.00,3120.69,3083.00,3119.18,-,662.58,13.53,2.16,2.50,
26-August-2002,3119.00,3130.78,3110.93,3123.60,-,367.04,13.54,2.16,2.50,
27-August-2002,3128.41,3142.52,3093.90,3097.85,-,578.14,13.43,2.14,2.52,
28-August-2002,3093.66,3103.38,3078.13,3099.38,-,407.29,13.44,2.14,2.52,
29-August-2002,3099.12,3117.53,3091.56,3114.16,-,716.79,13.50,2.15,2.51,
30-August-2002,3110.98,3185.08,3109.97,3181.23,-,581.28,13.79,2.20,2.46,
2-September-2002,3206.81,3227.62,3179.33,3187.26,-,506.72,13.81,2.20,2.45,
3-September-2002,3190.20,3193.44,3150.10,3159.77,-,373.65,13.69,2.18,2.47,
4-September-2002,3145.34,3180.60,3126.75,3173.35,-,443.66,13.75,2.19,2.46,
5-September-2002,3185.32,3197.29,3166.22,3181.47,-,612.50,13.79,2.20,2.46,
6-September-2002,3176.15,3177.49,3131.15,3141.11,-,481.97,13.33,2.22,2.21,
9-September-2002,3121.90,3126.30,3081.63,3089.47,-,481.44,13.11,2.18,2.25,
11-September-2002,3096.93,3130.41,3096.93,3125.66,-,436.36,13.22,2.20,2.23,
12-September-2002,3125.55,3136.88,3120.45,3131.34,-,370.21,13.25,2.21,2.23,
13-September-2002,3115.98,3127.29,3093.71,3098.94,-,296.25,13.11,2.18,2.25,
16-September-2002,3107.89,3109.91,3072.43,3076.01,-,306.67,13.02,2.17,2.27,
17-September-2002,3078.16,3107.89,3078.16,3103.90,-,343.42,13.13,2.19,2.25,
18-September-2002,3084.02,3094.61,3062.43,3069.78,-,397.24,12.99,2.16,2.28,
19-September-2002,3071.10,3071.10,3027.50,3040.30,-,396.62,12.87,2.14,2.30,
20-September-2002,3010.14,3030.80,2993.78,3024.35,-,431.52,12.80,2.13,2.31,
23-September-2002,3030.65,3035.93,3008.50,3021.28,-,308.50,12.79,2.13,2.31,
24-September-2002,3005.92,3032.22,2993.01,3022.25,-,494.27,12.80,2.13,2.31,
25-September-2002,2973.97,3023.65,2973.97,3021.08,-,457.81,12.79,2.13,2.31,
26-September-2002,3011.42,3038.06,3011.42,3014.69,-,1604.18,12.76,2.13,2.32,
27-September-2002,3020.23,3039.43,3012.82,3037.26,-,539.12,12.85,2.14,2.30,
30-September-2002,3029.56,3029.56,2988.43,2991.36,-,466.88,12.66,2.11,2.34,
1-October-2002,2976.04,2987.48,2948.75,2959.66,-,467.96,12.53,2.09,2.36,
3-October-2002,2963.61,2970.29,2921.69,2938.06,-,532.54,12.43,2.07,2.38,
4-October-2002,2934.67,2942.16,2916.38,2930.51,-,523.85,12.40,2.07,2.38,
7-October-2002,2939.18,2957.99,2927.47,2952.78,-,423.00,12.49,2.08,2.37,
8-October-2002,2954.29,2978.91,2953.95,2973.35,-,577.50,12.58,2.10,2.35,
9-October-2002,2982.01,2992.91,2953.13,2956.89,-,574.62,12.50,2.08,2.36,
10-October-2002,2954.13,2972.62,2934.76,2969.49,-,640.95,12.85,2.01,2.43,
11-October-2002,2990.99,3005.78,2989.06,2995.77,-,620.18,12.97,2.03,2.40,
14-October-2002,2996.16,3013.39,2993.25,3003.39,-,543.37,13.00,2.03,2.40,
16-October-2002,3024.99,3031.01,2991.92,2994.99,-,585.42,12.96,2.03,2.41,
17-October-2002,2995.70,3010.70,2980.14,3006.14,-,672.45,13.01,2.03,2.40,
18-October-2002,3027.90,3038.92,3002.12,3009.76,-,598.31,13.02,2.04,2.39,
21-October-2002,3012.18,3018.99,2992.54,2998.01,-,438.31,12.97,2.03,2.40,
22-October-2002,2999.54,3006.13,2963.02,2965.97,-,548.12,12.83,2.01,2.43,
23-October-2002,2961.75,2969.55,2941.29,2948.96,-,697.30,12.76,2.00,2.44,
24-October-2002,2944.28,2958.01,2906.20,2908.05,-,472.53,12.58,1.97,2.48,
25-October-2002,2903.96,2906.84,2855.90,2875.53,-,555.39,12.44,1.95,2.51,
28-October-2002,2876.32,2876.32,2828.48,2834.41,-,342.49,12.26,1.92,2.54,
29-October-2002,2846.80,2891.03,2846.80,2885.23,-,599.95,12.48,1.96,2.50,
30-October-2002,2898.02,2908.21,2884.21,2888.59,-,504.09,12.50,1.96,2.50,
31-October-2002,2904.91,2955.49,2900.87,2949.32,-,1021.55,12.75,2.00,2.44,
1-November-2002,2956.94,2962.32,2928.63,2950.58,-,893.58,12.75,2.00,2.44,
4-November-2002,2986.54,2994.80,2974.93,2987.58,-,285.99,12.91,2.03,2.41,
5-November-2002,2993.58,2993.58,2967.19,2982.39,-,734.45,12.89,2.02,2.42,
7-November-2002,2983.74,2993.61,2958.32,2975.26,-,810.46,12.86,2.02,2.42,
8-November-2002,2965.19,2966.59,2950.71,2956.84,-,468.77,12.78,2.00,2.44,
11-November-2002,2954.99,2959.12,2942.46,2948.04,-,422.16,12.74,2.00,2.45,
12-November-2002,2941.54,2963.83,2935.97,2961.24,-,458.46,12.80,2.01,2.43,
13-November-2002,2972.35,2977.67,2957.19,2960.66,-,537.55,12.80,2.01,2.44,
14-November-2002,2963.82,2991.61,2963.82,2986.56,-,598.69,12.91,2.02,2.41,
15-November-2002,2997.47,3037.61,2997.47,3033.91,-,877.68,13.10,2.06,2.38,
18-November-2002,3046.90,3071.28,3041.34,3057.16,-,719.59,13.20,2.07,2.36,
20-November-2002,3056.18,3084.03,3056.18,3075.48,-,1034.83,13.28,2.08,2.34,
21-November-2002,3089.51,3110.38,3089.51,3101.36,-,853.71,13.39,2.10,2.32,
22-November-2002,3121.17,3162.66,3121.17,3141.61,-,1068.51,13.57,2.13,2.29,
25-November-2002,3146.93,3183.29,3140.31,3175.56,-,749.99,13.72,2.15,2.27,
26-November-2002,3190.67,3210.68,3181.25,3187.76,-,828.66,13.80,2.15,2.27,
27-November-2002,3193.13,3206.63,3158.00,3174.11,-,865.18,13.74,2.15,2.28,
28-November-2002,3192.12,3229.75,3192.12,3220.75,-,802.21,13.94,2.18,2.24,
29-November-2002,3224.98,3245.98,3195.60,3228.82,-,601.89,13.97,2.18,2.24,
2-December-2002,3247.60,3277.37,3238.89,3270.36,-,763.72,14.16,2.21,2.21,
3-December-2002,3276.70,3292.87,3223.03,3230.14,-,829.36,13.99,2.18,2.24,
